question,answer,is_augmented
Who is being mentored by Naomi Kim?,Maria Gutierrez,False
Who is the child of Willow Green?,Freya Evans,False
Who is the offspring of Willow Green?,Freya Evans,False
Can you tell me who Willow Green's kid is?,Freya Evans,False
Who does Willow Green have as a child?,Freya Evans,False
Who works for Yara Underwood?,Claire Scott,False
Who is employed by Yara Underwood?,Claire Scott,False
Who is the staff member of Yara Underwood?,Claire Scott,False
Who is on Yara Underwood's team?,Claire Scott,False
Who is being treated by Liam O'Connor?,Malik Johnson,True
Who receives care from Liam O'Connor?,Malik Johnson,True
Who is Malik Johnson's doctor?,Liam O'Connor,True
Who is the patient assigned to Liam O'Connor?,Malik Johnson,True
Which individual is under the care of Liam O'Connor?,Malik Johnson,True
What is the name of the patient that Malik Johnson belongs to?,Liam O'Connor,True
Who is the patient of Liam O'Connor?,Malik Johnson,True
Which individual receives treatment from Liam O'Connor?,Malik Johnson,True
Who is treated by Malik Johnson?,Liam O'Connor,True
Who is being cared for by Liam O'Connor?,Malik Johnson,True
Which person is under Liam O'Connor's care?,Malik Johnson,True
Who does Malik Johnson receive care from?,Liam O'Connor,True
Who is Warren Lyons' friend?,Willow Byrd,True
Which person is a friend of Warren Lyons?,Willow Byrd,True
Who has Willow Byrd as a friend?,Warren Lyons,True
Who is a friend of Warren Lyons?,Willow Byrd,True
Which person is known to be Warren Lyons's friend?,Willow Byrd,True
Who is friends with Willow Byrd?,Warren Lyons,True
Who is regarded as a friend of Warren Lyons?,Willow Byrd,True
Which person is a friend of Warren Lyons?,Willow Byrd,True
Who is the friend of Willow Byrd?,Warren Lyons,True
Who is considered a friend of Warren Lyons?,Willow Byrd,True
Which person is recognized as a friend of Warren Lyons?,Willow Byrd,True
Who is a friend of Willow Byrd?,Warren Lyons,True
Who is employed by Scarlett West?,Tristan Lowe,True
Which individual is a part of Scarlett West's team?,Tristan Lowe,True
Who is Tristan Lowe's employer?,Scarlett West,True
Who works for Scarlett West?,Tristan Lowe,True
Which individual is hired by Scarlett West?,Tristan Lowe,True
Who is the employee of Tristan Lowe?,Scarlett West,True
Who is Scarlett West's staff member?,Tristan Lowe,True
Which staff member works with Scarlett West?,Tristan Lowe,True
Who does Tristan Lowe work for?,Scarlett West,True
Who is a member of Scarlett West's team?,Tristan Lowe,True
Which individual works with Scarlett West?,Tristan Lowe,True
Who is on the team with Tristan Lowe?,Scarlett West,True
Who is under the care of Akira Tanaka?,Dakota Barnes,True
Who is treated by Akira Tanaka?,Dakota Barnes,True
Who is Dakota Barnes' doctor?,Akira Tanaka,True
Who is treated by Akira Tanaka?,Dakota Barnes,True
Which patient does Akira Tanaka have?,Dakota Barnes,True
Who is Dakota Barnes's doctor?,Akira Tanaka,True
Who is being cared for by Akira Tanaka?,Dakota Barnes,True
Which person receives care from Akira Tanaka?,Dakota Barnes,True
Who does Dakota Barnes receive care from?,Akira Tanaka,True
Who receives care from Akira Tanaka?,Dakota Barnes,True
Which individual is cared for by Akira Tanaka?,Dakota Barnes,True
Who is being cared for by Dakota Barnes?,Akira Tanaka,True
Who is employed by Audrey Cooper?,Amelia Clarke,True
Which individual is a staff member of Audrey Cooper?,Amelia Clarke,True
Who does Amelia Clarke work for?,Audrey Cooper,True
Who works for Audrey Cooper?,Amelia Clarke,True
Which person is employed by Audrey Cooper?,Amelia Clarke,True
Who is the employee of Audrey Cooper?,Amelia Clarke,True
Who is a member of Audrey Cooper's team?,Amelia Clarke,True
Which staff member works with Audrey Cooper?,Amelia Clarke,True
Who works alongside Amelia Clarke?,Audrey Cooper,True
Which person works for Audrey Cooper?,Amelia Clarke,True
Who is employed by Audrey Cooper?,Amelia Clarke,True
Who is Amelia Clarke's employer?,Audrey Cooper,True
Who is Isaac Cohen's friend?,Christian Perry,True
Which person is a friend of Isaac Cohen?,Christian Perry,True
Who is friends with Christian Perry?,Isaac Cohen,True
Who is considered a friend of Isaac Cohen?,Christian Perry,True
Which person is regarded as a friend by Isaac Cohen?,Christian Perry,True
Who is Christian Perry a friend to?,Isaac Cohen,True
Who is the friend of Isaac Cohen?,Christian Perry,True
Could you share the name of Isaac Cohen's friend?,Christian Perry,True
Who is friends with Christian Perry?,Isaac Cohen,True
Who is a friend of Isaac Cohen?,Christian Perry,True
Which individual is recognized as Isaac Cohen's friend?,Christian Perry,True
Who is associated with Isaac Cohen as a friend?,Christian Perry,True
Who is Aleksandra Ivanova's sibling?,Gabriel Carter,True
Which person is the brother of Aleksandra Ivanova?,Gabriel Carter,True
Who has Gabriel Carter as a brother?,Aleksandra Ivanova,True
What is the name of Aleksandra Ivanova's sibling?,Gabriel Carter,True
Who is the brother of Aleksandra Ivanova?,Gabriel Carter,True
What is the name of Gabriel Carter's sister?,Aleksandra Ivanova,True
Who is Aleksandra Ivanova's brother or sister?,Gabriel Carter,True
Which person is the sibling of Aleksandra Ivanova?,Gabriel Carter,True
Who is related to Aleksandra Ivanova as a sibling?,Gabriel Carter,True
What is the name of Aleksandra Ivanova's brother?,Gabriel Carter,True
Who is the brother of Aleksandra Ivanova?,Gabriel Carter,True
What is the name of Gabriel Carter's sister?,Aleksandra Ivanova,True
Who is employed by Hazel Morris?,Elliot Peterson,True
Which individual is a part of Hazel Morris's team?,Elliot Peterson,True
Who is Elliot Peterson's employer?,Hazel Morris,True
Who works for Hazel Morris?,Elliot Peterson,True
Which individual is employed by Hazel Morris?,Elliot Peterson,True
Who does Elliot Peterson work for?,Hazel Morris,True
Who works for Hazel Morris?,Elliot Peterson,True
Who is employed by Hazel Morris?,Elliot Peterson,True
What is the name of the employee of Hazel Morris?,Elliot Peterson,True
Who is supervised by Hazel Morris?,Elliot Peterson,True
Which staff member works under Hazel Morris?,Elliot Peterson,True
Who does Elliot Peterson work under?,Hazel Morris,True
Who is Helena Novak's child?,Henry Flores,True
What is the name of Helena Novak's son?,Henry Flores,True
Who is the parent of Henry Flores?,Helena Novak,True
What is the name of Helena Novak's son?,Henry Flores,True
What child is associated with Helena Novak?,Henry Flores,True
Who is the child of Helena Novak?,Henry Flores,True
Who is the child of Helena Novak?,Henry Flores,True
What is the name of Helena Novak's son?,Henry Flores,True
Who is Henry Flores's parent?,Helena Novak,True
Who is Helena Novak's child?,Henry Flores,True
What is the name of Helena Novak's son?,Henry Flores,True
Who is the parent of Henry Flores?,Helena Novak,True
Who is associated with Javier Hernandez as a researcher?,Zane Weaver,True
Which researcher is linked to Javier Hernandez?,Zane Weaver,True
Who is Zane Weaver associated with?,Javier Hernandez,True
Who is the researcher working with Javier Hernandez?,Zane Weaver,True
Which person is responsible for conducting research for Javier Hernandez?,Zane Weaver,True
Who does Zane Weaver conduct research for?,Javier Hernandez,True
Who is conducting research for Javier Hernandez?,Zane Weaver,True
Which person is performing research on behalf of Javier Hernandez?,Zane Weaver,True
Who is Zane Weaver researching for?,Javier Hernandez,True
Which researcher collaborates with Javier Hernandez?,Zane Weaver,True
Who works alongside Javier Hernandez as a researcher?,Zane Weaver,True
What researcher is associated with Javier Hernandez?,Zane Weaver,True
Who is Nikolai Sokolov's grandchild?,Darius Jackson,True
Which individual is the grandchild of Nikolai Sokolov?,Darius Jackson,True
Who is Darius Jackson's grandfather?,Nikolai Sokolov,True
What is the name of Nikolai Sokolov's grandchild?,Darius Jackson,True
Who is the grandchild of Nikolai Sokolov?,Darius Jackson,True
What is the name of the grandchild of Sokolov?,Nikolai,True
Who is Nikolai Sokolov's grandchild?,Darius Jackson,True
Which individual is a descendant of Nikolai Sokolov in the grandchild generation?,Darius Jackson,True
Who is the grandchild of Nikolai Sokolov?,Darius Jackson,True
Who is the grandchild of Nikolai Sokolov?,Darius Jackson,True
What is the name of Nikolai Sokolov's grandchild?,Darius Jackson,True
What is the name of the grandchild of Darius Jackson's grandfather?,Nikolai Sokolov,True
Who is under Bob Williams' care?,Autumn Price,True
Who is being treated by Bob Williams?,Autumn Price,True
What is the name of Bob Williams' patient?,Autumn Price,True
Who is being treated by Bob Williams?,Autumn Price,True
Which individual is under Bob Williams' care?,Autumn Price,True
Who is treated by Autumn Price's doctor?,Bob Williams,True
Who is the patient of Bob Williams?,Autumn Price,True
Could you identify Bob Williams's patient?,Autumn Price,True
Who is treated by Autumn Price?,Bob Williams,True
Who is being looked after by Bob Williams?,Autumn Price,True
Who is the patient of Bob Williams?,Autumn Price,True
Who is cared for by Autumn Price?,Bob Williams,True
Who is the sailor that works for Elena Popova?,Irene Papadopoulos,True
Which person is assigned as the sailor for Elena Popova?,Irene Papadopoulos,True
Who does Irene Papadopoulos serve as a sailor for?,Elena Popova,True
Which sailor is linked to Elena Popova?,Irene Papadopoulos,True
Who is associated with Elena Popova as a sailor?,Irene Papadopoulos,True
What is the name of the sailor connected to Elena Popova?,Irene Papadopoulos,True
Who does Elena Popova call her sailor?,Irene Papadopoulos,True
Which person is referred to as Elena Popova's sailor?,Irene Papadopoulos,True
Who is referred to as the sailor by Irene Papadopoulos?,Elena Popova,True
Who performs the role of the sailor for Elena Popova?,Irene Papadopoulos,True
Which actress plays the sailor character in relation to Elena Popova?,Irene Papadopoulos,True
Who is the sailor associated with Elena Popova?,Irene Papadopoulos,True
Who is employed by Tatiana Orlova?,Samuel Parks,True
Which individual is a part of Tatiana Orlova's team?,Samuel Parks,True
Who is Samuel Parks' employer?,Tatiana Orlova,True
Who works for Tatiana Orlova?,Samuel Parks,True
Which person is employed by Tatiana Orlova?,Samuel Parks,True
Who does Samuel Parks work for?,Tatiana Orlova,True
Who is the staff member of Tatiana Orlova?,Samuel Parks,True
Which individual works on Tatiana Orlova's team?,Samuel Parks,True
Who does Samuel Parks work with?,Tatiana Orlova,True
Who is employed by Tatiana Orlova?,Samuel Parks,True
Which individual works under Tatiana Orlova?,Samuel Parks,True
Who does Samuel Parks work for?,Tatiana Orlova,True
Who is Robert Hayes' subject?,Florence Baker,True
Which individual is the focus of Robert Hayes?,Florence Baker,True
Who does Florence Baker study?,Robert Hayes,True
Who is the main focus of Robert Hayes?,Florence Baker,True
Which person does Robert Hayes concentrate on?,Florence Baker,True
Who is focused on by Florence Baker?,Robert Hayes,True
Who is the subject of Robert Hayes' writing?,Florence Baker,True
What does Robert Hayes write about?,Florence Baker,True
Who does Robert Hayes primarily focus on in his work?,Florence Baker,True
Which individual is central to the research of Robert Hayes?,Florence Baker,True
Who is the subject of the work by Florence Baker?,Robert Hayes,True
Who is the pupil of Dominic Carter?,Selena Rivera,True
Which student is associated with Dominic Carter?,Selena Rivera,True
Who studies under Selena Rivera?,Dominic Carter,True
Who is under the tutelage of Dominic Carter?,Selena Rivera,True
Which student is taught by Dominic Carter?,Selena Rivera,True
Who is the teacher of Selena Rivera?,Dominic Carter,True
Who is studying with Dominic Carter?,Selena Rivera,True
Which person is under the mentorship of Dominic Carter?,Selena Rivera,True
Who is being mentored by Selena Rivera?,Dominic Carter,True
Who is associated with Dominic Carter as a learner?,Selena Rivera,True
Which learner is linked to Dominic Carter?,Selena Rivera,True
Who is Selena Rivera associated with?,Dominic Carter,True
Who is employed by Winter Ball?,Yara Stanton,True
Which person is associated with Winter Ball?,Yara Stanton,True
Who is Yara Stanton's employer?,Winter Ball,True
Who is the staff member associated with Winter Ball?,Yara Stanton,True
Which person works at Winter Ball?,Yara Stanton,True
Who is Yara Stanton in relation to Winter Ball?,staff member,True
Who works for Winter Ball?,Yara Stanton,True
Which individual is hired by Winter Ball?,Yara Stanton,True
Who is Yara Stanton's employer?,Winter Ball,True
Who is employed at Winter Ball?,Yara Stanton,True
Which person works for Winter Ball?,Yara Stanton,True
Who is Yara Stanton employed by?,Winter Ball,True
Who studies under Stefan Nowak?,Esther Lee,True
Which student is associated with Stefan Nowak?,Esther Lee,True
Who is being taught by Esther Lee?,Stefan Nowak,True
Which student is associated with Stefan Nowak?,Esther Lee,True
Who is the student that belongs to Stefan Nowak?,Esther Lee,True
Who is Esther Lee a student of?,Stefan Nowak,True
Who is taught by Stefan Nowak?,Esther Lee,True
Which student is under Stefan Nowak's guidance?,Esther Lee,True
Who is Esther Lee's instructor?,Stefan Nowak,True
Who is taught by Stefan Nowak?,Esther Lee,True
Which student is under the instruction of Stefan Nowak?,Esther Lee,True
Who is Esther Lee's teacher?,Stefan Nowak,True
Who is Xavier Poole's friend?,Marcus Davis,True
Which person is friends with Xavier Poole?,Marcus Davis,True
Who is friends with Marcus Davis?,Xavier Poole,True
Who is the partner of Xavier Poole?,Marcus Davis,True
Which individual accompanies Xavier Poole?,Marcus Davis,True
Who is accompanied by Marcus Davis?,Xavier Poole,True
Who is Xavier Poole's friend?,Marcus Davis,True
Who counts Marcus Davis as a friend?,Xavier Poole,True
Who is considered a friend of Xavier Poole?,Marcus Davis,True
Which individual can be classified as a friend to Xavier Poole?,Marcus Davis,True
Who is Marcus Davis a friend to?,Xavier Poole,True
Who is under the care of Victor Norman?,Hannah Parker,True
Which patient is associated with Victor Norman?,Hannah Parker,True
Who is being treated by Hannah Parker?,Victor Norman,True
Who is treated by Victor Norman?,Hannah Parker,True
Which patient does Victor Norman provide treatment for?,Hannah Parker,True
Who is the patient that Victor Norman treats?,Hannah Parker,True
Who is being cared for by Victor Norman?,Hannah Parker,True
Which person receives care from Victor Norman?,Hannah Parker,True
Who does Hannah Parker receive care from?,Victor Norman,True
Who is the patient linked to Victor Norman?,Hannah Parker,True
Which patient can be connected to Victor Norman?,Hannah Parker,True
Who is associated with Hannah Parker?,Victor Norman,True
Who is under the care of Zayd Abdullah?,Violet Day,True
Which patient is associated with Zayd Abdullah?,Violet Day,True
Who is being treated by Violet Day?,Zayd Abdullah,True
Who is treated by Zayd Abdullah?,Violet Day,True
Which patient is under the care of Zayd Abdullah?,Violet Day,True
Who is Violet Day's doctor?,Zayd Abdullah,True
What is the name of the patient treated by Zayd Abdullah?,Violet Day,True
Who is the patient of Zayd Abdullah?,Violet Day,True
"What is the name of Zayd Abdullah's patient, Violet Day?",Zayd Abdullah,True
Who is Zayd Abdullah's patient?,Violet Day,True
Which patient does Zayd Abdullah attend to?,Violet Day,True
Who is the patient of Violet Day?,Zayd Abdullah,True
Who is Amir Zaidi's student?,Sofia Vasquez,True
Which student belongs to Amir Zaidi?,Sofia Vasquez,True
Who is being taught by Sofia Vasquez?,Amir Zaidi,True
Who is taught by Amir Zaidi?,Sofia Vasquez,True
Which student is under Amir Zaidi's instruction?,Sofia Vasquez,True
Who is the teacher of Sofia Vasquez?,Amir Zaidi,True
Who is the student associated with Amir Zaidi?,Sofia Vasquez,True
Which student is under Amir Zaidi's mentorship?,Sofia Vasquez,True
Who does Sofia Vasquez belong to?,Amir Zaidi,True
Who is a student of Amir Zaidi?,Sofia Vasquez,True
Which individual is mentored by Amir Zaidi?,Sofia Vasquez,True
Who is studied by Sofia Vasquez?,Amir Zaidi,True
What is Lifen Qiu's brother called?,James Romero,True
Who is the brother of Lifen Qiu?,James Romero,True
What is the name of the brother of James Romero?,Lifen Qiu,True
Who is the brother of Lifen Qiu?,James Romero,True
What is the name of Lifen Qiu's sibling?,James Romero,True
Who is James Romero's sister?,Lifen Qiu,True
Who is Lifen Qiu's sibling?,James Romero,True
Which person is Lifen Qiu's brother?,James Romero,True
Who is the brother of James Romero?,Lifen Qiu,True
Who is the brother of Lifen Qiu?,James Romero,True
Can you tell me who Lifen Qiu's sibling is?,James Romero,True
What is the name of Lifen Qiu's brother?,James Romero,True
Who is being mentored by Theodore Hayes?,Julia Mason,True
Who is the protégé of Theodore Hayes?,Julia Mason,True
Who has Julia Mason as a mentor?,Theodore Hayes,True
Who is mentored by Theodore Hayes?,Julia Mason,True
Which individual receives mentorship from Theodore Hayes?,Julia Mason,True
Who is mentored by Julia Mason?,Theodore Hayes,True
Who is the mentee of Theodore Hayes?,Julia Mason,True
What is the name of the person mentored by Theodore Hayes?,Julia Mason,True
Who is mentored by Julia Mason?,Theodore Hayes,True
Who is under the mentorship of Theodore Hayes?,Julia Mason,True
Which individual receives guidance from Theodore Hayes?,Julia Mason,True
Who is mentored by Julia Mason?,Theodore Hayes,True
Who is Maya Patel's offspring?,Austin Hayes,True
What is the name of Maya Patel's child?,Austin Hayes,True
Who is the parent of Austin Hayes?,Maya Patel,True
Who is Maya Patel's child?,Austin Hayes,True
What is the name of Maya Patel's son?,Austin Hayes,True
Who has Austin Hayes as a parent?,Maya Patel,True
What is the name of the child of Maya Patel?,Austin Hayes,True
Who is the child of Maya Patel?,Austin Hayes,True
What is the name of Austin Hayes's parent?,Maya Patel,True
Who is Maya Patel's child?,Austin Hayes,True
Which child is associated with Maya Patel?,Austin Hayes,True
Who does Austin Hayes belong to?,Maya Patel,True
Who is the customer of Lucia Rodriguez?,Mateo Gonzalez,True
Which individual is represented by Lucia Rodriguez?,Mateo Gonzalez,True
Who is represented by Mateo Gonzalez?,Lucia Rodriguez,True
Who is represented by Lucia Rodriguez?,Mateo Gonzalez,True
Which client is associated with Lucia Rodriguez?,Mateo Gonzalez,True
Who is Mateo Gonzalez's representative?,Lucia Rodriguez,True
Who is collaborating with Lucia Rodriguez?,Mateo Gonzalez,True
Which person is Lucia Rodriguez working alongside?,Mateo Gonzalez,True
Who is the person that Mateo Gonzalez is working with?,Lucia Rodriguez,True
Who is the client of Lucia Rodriguez?,Mateo Gonzalez,True
What is the name of Lucia Rodriguez's client?,Mateo Gonzalez,True
Who is Mateo Gonzalez's representative?,Lucia Rodriguez,True
Who is treated by Bianca Rossi?,Theodore Fleming,True
Who is the doctor for Theodore Fleming?,Bianca Rossi,True
For whom does Bianca Rossi provide care?,Theodore Fleming,True
Who is the person that receives care from Bianca Rossi?,Theodore Fleming,True
Who is cared for by Theodore Fleming?,Bianca Rossi,True
Who is the patient linked to Bianca Rossi?,Theodore Fleming,True
Which individual is associated with Bianca Rossi as a patient?,Theodore Fleming,True
Who is Theodore Fleming associated with?,Bianca Rossi,True
Who is being looked after by Bianca Rossi?,Theodore Fleming,True
Which individual receives care from Bianca Rossi?,Theodore Fleming,True
Who does Theodore Fleming receive care from?,Bianca Rossi,True
Who is employed by Zara Hussein?,Gemma Edwards,True
Which employee works under Zara Hussein?,Gemma Edwards,True
Who does Gemma Edwards work for?,Zara Hussein,True
Who works for Zara Hussein?,Gemma Edwards,True
Which individual is employed by Zara Hussein?,Gemma Edwards,True
Who does Gemma Edwards work for?,Zara Hussein,True
Who is a member of Zara Hussein's team?,Gemma Edwards,True
Which staff member works with Zara Hussein?,Gemma Edwards,True
Who does Gemma Edwards work with?,Zara Hussein,True
Who is the staff member of Zara Hussein?,Gemma Edwards,True
Which person works on the staff with Zara Hussein?,Gemma Edwards,True
Who does Gemma Edwards work with?,Zara Hussein,True
Who is employed by Aaron Goldstein?,Quinn Bowman,True
Which individual is a worker under Aaron Goldstein?,Quinn Bowman,True
Who is Quinn Bowman working for?,Aaron Goldstein,True
Who works for Aaron Goldstein?,Quinn Bowman,True
Which person is hired by Aaron Goldstein?,Quinn Bowman,True
Who is Quinn Bowman employed by?,Aaron Goldstein,True
Who works for Aaron Goldstein?,Quinn Bowman,True
Which person is employed by Aaron Goldstein?,Quinn Bowman,True
Who is employed by Quinn Bowman?,Aaron Goldstein,True
Who is a member of Aaron Goldstein's team?,Quinn Bowman,True
Which person works alongside Aaron Goldstein?,Quinn Bowman,True
Who is Quinn Bowman associated with on the staff?,Aaron Goldstein,True
Who is employed by Jinhai Ruan?,Alexander Reed,True
Which individual is associated with Jinhai Ruan?,Alexander Reed,True
Who is Alexander Reed's employer?,Jinhai Ruan,True
Who works for Jinhai Ruan?,Alexander Reed,True
Which person is hired by Jinhai Ruan?,Alexander Reed,True
Who does Alexander Reed work for?,Jinhai Ruan,True
Who is the employee associated with Jinhai Ruan?,Alexander Reed,True
Which staff member works with Jinhai Ruan?,Alexander Reed,True
Who does Alexander Reed work for?,Jinhai Ruan,True
Who is associated with Jinhai Ruan?,Alexander Reed,True
Which individual has a role at Jinhai Ruan?,Alexander Reed,True
Who is held in a position by Alexander Reed?,Jinhai Ruan,True
Who is the granddaughter of Rosa Sanchez?,Yvette Pittman,True
Which person is Rosa Sanchez's grandchild?,Yvette Pittman,True
Who is related to Rosa Sanchez as her grandchild?,Yvette Pittman,True
Who is Rosa Sanchez's grandchild?,Yvette Pittman,True
Which grandchild is associated with Rosa Sanchez?,Yvette Pittman,True
Who is Yvette Pittman's grandmother?,Rosa Sanchez,True
What is the name of Rosa Sanchez's grandchild?,Yvette Pittman,True
Who is the grandchild of Rosa Sanchez?,Yvette Pittman,True
What is the relationship of Yvette Pittman to Rosa Sanchez?,Grandchild,True
Who is considered the grandchild of Rosa Sanchez?,Yvette Pittman,True
Which person is Rosa Sanchez's grandchild?,Yvette Pittman,True
Who is Yvette Pittman's grandparent?,Rosa Sanchez,True
Who does Kai Nakamura focus on in their work?,Brianna Ross,True
In whose work is Kai Nakamura's focus centered?,Brianna Ross,True
Who is focused on by Brianna Ross?,Kai Nakamura,True
Who is the person that Kai Nakamura studies?,Brianna Ross,True
Which individual is studied by Kai Nakamura?,Brianna Ross,True
Who studies Brianna Ross?,Kai Nakamura,True
Who is the primary focus of Kai Nakamura?,Brianna Ross,True
Which person is highlighted in Kai Nakamura's work?,Brianna Ross,True
Who is featured as the main subject by Brianna Ross?,Kai Nakamura,True
Who is the subject of Kai Nakamura?,Brianna Ross,True
Which person is associated with Kai Nakamura as a subject?,Brianna Ross,True
Who does Brianna Ross serve as a subject for?,Kai Nakamura,True
Who is associated with Paulo Silva as a sailor?,Yasmin Malik,True
Which sailor is linked to Paulo Silva?,Yasmin Malik,True
Who does Yasmin Malik have a connection with in sailing?,Paulo Silva,True
Who is sailing alongside Paulo Silva?,Yasmin Malik,True
Which individual is accompanying Paulo Silva on his sailing trip?,Yasmin Malik,True
Who sails with Yasmin Malik?,Paulo Silva,True
Which sailor is associated with Paulo Silva?,Yasmin Malik,True
Who is associated with Paulo Silva as a sailor?,Yasmin Malik,True
Who is Yasmin Malik's associated sailor?,Paulo Silva,True
Who is sailing with Paulo Silva?,Yasmin Malik,True
Which person is a companion to Paulo Silva while sailing?,Yasmin Malik,True
Who is Yasmin Malik sailing with?,Paulo Silva,True
Who is Jade Myers' patient?,Miguel Reyes,True
Which patient is being treated by Jade Myers?,Miguel Reyes,True
Who is the doctor of Miguel Reyes?,Jade Myers,True
