question,answer,is_augmented
Who is the companion of Leo Tucker during his travels?,Ahmed Al-Farsi,True
Who is accompanying Leo Tucker in the car?,Ahmed Al-Farsi,True
Which person is in the vehicle with Leo Tucker?,Ahmed Al-Farsi,True
Who is in the vehicle alongside Ahmed Al-Farsi?,Leo Tucker,True
Who is the child of Santiago Torres?,Silas Montgomery,True
Who is the son of Santiago Torres?,Silas Montgomery,True
What is the name of Santiago Torres's offspring?,Silas Montgomery,True
Who is Santiago Torres's offspring?,Silas Montgomery,True
Which person is the child of Santiago Torres?,Silas Montgomery,True
Who is the parent of Silas Montgomery?,Santiago Torres,True
Who is the child of Santiago Torres?,Silas Montgomery,True
Which person is the offspring of Santiago Torres?,Silas Montgomery,True
What is the name of Santiago Torres's child?,Silas Montgomery,True
Who is the child of Santiago Torres?,Silas Montgomery,True
What is the name of Santiago Torres's offspring?,Silas Montgomery,True
Who is Silas Montgomery's parent?,Santiago Torres,True
Who is accompanying Yale Patton?,Sanjay Gupta,True
Who rides alongside Yale Patton?,Sanjay Gupta,True
Who is Sanjay Gupta riding with?,Yale Patton,True
Who is a passenger alongside Yale Patton?,Sanjay Gupta,True
Which person travels with Yale Patton?,Sanjay Gupta,True
Who travels with Sanjay Gupta as a passenger?,Yale Patton,True
Who is accompanying Yale Patton on his travels?,Sanjay Gupta,True
Which person is traveling alongside Yale Patton?,Sanjay Gupta,True
Who is traveling with Sanjay Gupta?,Yale Patton,True
Who is accompanying Yale Patton in the car?,Sanjay Gupta,True
Which person is riding in the car with Yale Patton?,Sanjay Gupta,True
Who is Sanjay Gupta traveling with in the car?,Yale Patton,True
Who is riding alongside Paisley Riley?,Gabriel Thompson,True
Which individual is accompanying Paisley Riley?,Gabriel Thompson,True
Who is Gabriel Thompson riding with?,Paisley Riley,True
Who is the passenger traveling with Paisley Riley?,Gabriel Thompson,True
Which person travels alongside Paisley Riley?,Gabriel Thompson,True
Who is accompanied by Gabriel Thompson as a passenger?,Paisley Riley,True
Who is accompanying Paisley Riley in the car?,Gabriel Thompson,True
Which person is in the vehicle with Paisley Riley?,Gabriel Thompson,True
Who is Gabriel Thompson riding with in a vehicle?,Paisley Riley,True
Who is accompanying Paisley Riley on her travels?,Gabriel Thompson,True
Which person is traveling alongside Paisley Riley?,Gabriel Thompson,True
Who is Gabriel Thompson traveling with?,Paisley Riley,True
Who is Alice Johnson's patient?,Caleb Mitchell,True
Which person is under the care of Alice Johnson?,Caleb Mitchell,True
Who is being treated by Caleb Mitchell?,Alice Johnson,True
Who is the patient assigned to Alice Johnson?,Caleb Mitchell,True
Which individual is under the care of Alice Johnson?,Caleb Mitchell,True
Who is Caleb Mitchell's doctor?,Alice Johnson,True
Who is a patient of Alice Johnson?,Caleb Mitchell,True
Which patient is treated by Alice Johnson?,Caleb Mitchell,True
Who is treated by Caleb Mitchell?,Alice Johnson,True
Who is the patient of Alice Johnson?,Caleb Mitchell,True
Which person is a patient of Alice Johnson?,Caleb Mitchell,True
Who is Caleb Mitchell's doctor?,Alice Johnson,True
Who is employed by Felix Weber?,Wendy Castro,True
Which employee works for Felix Weber?,Wendy Castro,True
Who does Wendy Castro work for?,Felix Weber,True
Who works for Felix Weber?,Wendy Castro,True
Which person is hired by Felix Weber?,Wendy Castro,True
Who does Wendy Castro work for?,Felix Weber,True
Who works as a staff member for Felix Weber?,Wendy Castro,True
Which staff member is associated with Felix Weber?,Wendy Castro,True
Who does Wendy Castro work for?,Felix Weber,True
Who is associated with Felix Weber as an employee?,Wendy Castro,True
Which employee is linked to Felix Weber?,Wendy Castro,True
Who does Wendy Castro work with?,Felix Weber,True
Who is Isabelle Russell's daughter?,Ella Watson,True
What is the name of the child of Isabelle Russell?,Ella Watson,True
Who is Ella Watson's parent?,Isabelle Russell,True
Who is the child of Isabelle Russell?,Ella Watson,True
What is the name of Isabelle Russell's daughter?,Ella Watson,True
Who has Ella Watson as their parent?,Isabelle Russell,True
Who is the child of Isabelle Russell?,Ella Watson,True
What is the name of Isabelle Russell's offspring?,Ella Watson,True
Who is Ella Watson's mother?,Isabelle Russell,True
Who is the child of Isabelle Russell?,Ella Watson,True
Which child belongs to Isabelle Russell?,Ella Watson,True
What is the name of Isabelle Russell's child?,Ella Watson,True
Who is employed by Yuki Tanaka?,Serenity Burton,True
Which person is associated with Yuki Tanaka's work?,Serenity Burton,True
Who does Serenity Burton work for?,Yuki Tanaka,True
Who works for Yuki Tanaka?,Serenity Burton,True
Which person is employed by Yuki Tanaka?,Serenity Burton,True
Who is Serenity Burton's employer?,Yuki Tanaka,True
Who works for Yuki Tanaka?,Serenity Burton,True
Which person is employed by Yuki Tanaka?,Serenity Burton,True
Who is Serenity Burton's employer?,Yuki Tanaka,True
Who is the subordinate of Yuki Tanaka?,Serenity Burton,True
Which individual works under Yuki Tanaka?,Serenity Burton,True
Who is supervised by Serenity Burton?,Yuki Tanaka,True
Who is employed by Caleb Jenkins?,Francisco Gomez,True
Which individual is a worker for Caleb Jenkins?,Francisco Gomez,True
Who is Francisco Gomez's employer?,Caleb Jenkins,True
Who works for Caleb Jenkins?,Francisco Gomez,True
Which person is employed by Caleb Jenkins?,Francisco Gomez,True
Who is the employee of Caleb Jenkins?,Francisco Gomez,True
Who is a member of Caleb Jenkins's team?,Francisco Gomez,True
Which staff member works with Caleb Jenkins?,Francisco Gomez,True
Who does Francisco Gomez work with?,Caleb Jenkins,True
Who works for Caleb Jenkins?,Francisco Gomez,True
Which employee is associated with Caleb Jenkins?,Francisco Gomez,True
Who is employed by Francisco Gomez?,Caleb Jenkins,True
Who accompanied Olivia Campbell as a passenger?,Nadia Abadi,True
Which person was traveling with Olivia Campbell?,Nadia Abadi,True
Who was traveling with Nadia Abadi?,Olivia Campbell,True
Who is accompanying Olivia Campbell?,Nadia Abadi,True
Which individual is riding alongside Olivia Campbell?,Nadia Abadi,True
Who is Nadia Abadi riding with?,Olivia Campbell,True
Who was riding in the car alongside Olivia Campbell?,Nadia Abadi,True
Which person accompanied Olivia Campbell in the car?,Nadia Abadi,True
Who was with Nadia Abadi in the car?,Olivia Campbell,True
Who accompanied Olivia Campbell on the trip?,Nadia Abadi,True
"During the trip, who was Olivia Campbell's partner?",Nadia Abadi,True
Who was traveling with Nadia Abadi?,Olivia Campbell,True
Who is employed by Abigail Turner?,Faith Allen,True
Which individual is part of Abigail Turner's team?,Faith Allen,True
Who is Faith Allen's employer?,Abigail Turner,True
Who works for Abigail Turner?,Faith Allen,True
Which individual is hired by Abigail Turner?,Faith Allen,True
Who is the employee of Faith Allen?,Abigail Turner,True
Who is Abigail Turner's staff member?,Faith Allen,True
Which staff member works with Abigail Turner?,Faith Allen,True
Who is associated with Abigail Turner as a staff member?,Faith Allen,True
Who works for Abigail Turner?,Faith Allen,True
Who is the employee of Abigail Turner?,Faith Allen,True
What is the name of the person employed by Faith Allen?,Abigail Turner,True
Who is accompanying Ibrahim Mahmoud on his travels?,Yasmine Graves,True
Which individual is traveling alongside Ibrahim Mahmoud?,Yasmine Graves,True
Who is Yasmine Graves traveling with?,Ibrahim Mahmoud,True
Who is the passenger traveling with Ibrahim Mahmoud?,Yasmine Graves,True
Which person is seen with Ibrahim Mahmoud as a passenger?,Yasmine Graves,True
Who travels alongside Yasmine Graves?,Ibrahim Mahmoud,True
Who is accompanying Ibrahim Mahmoud?,Yasmine Graves,True
Which person is riding alongside Ibrahim Mahmoud?,Yasmine Graves,True
Who is it that rides with Yasmine Graves?,Ibrahim Mahmoud,True
Who is traveling with Ibrahim Mahmoud?,Yasmine Graves,True
Which person is a passenger alongside Ibrahim Mahmoud?,Yasmine Graves,True
Who is Yasmine Graves traveling with?,Ibrahim Mahmoud,True
Who is responsible for conducting research for Owen Jacobs?,Eleanor Kelly,True
Which researcher works with Owen Jacobs?,Eleanor Kelly,True
Who does Eleanor Kelly conduct research for?,Owen Jacobs,True
Who is linked to Owen Jacobs as a researcher?,Eleanor Kelly,True
Which researcher is connected to Owen Jacobs?,Eleanor Kelly,True
Who is associated with Owen Jacobs as the researcher?,Eleanor Kelly,True
Who is the researcher assigned to Owen Jacobs?,Eleanor Kelly,True
Which individual conducts research for Owen Jacobs?,Eleanor Kelly,True
Who does Eleanor Kelly serve as a researcher for?,Owen Jacobs,True
Who is conducting research for Owen Jacobs?,Eleanor Kelly,True
Which researcher represents Owen Jacobs in their work?,Eleanor Kelly,True
Who is represented by Eleanor Kelly in research activities?,Owen Jacobs,True
Who is being treated by Sadie Holt?,Xiuying Gao,True
Which individual is Sadie Holt's patient?,Xiuying Gao,True
Who receives care from Xiuying Gao?,Sadie Holt,True
Who is treated by Sadie Holt?,Xiuying Gao,True
Which patient does Sadie Holt provide treatment for?,Xiuying Gao,True
Who is the patient of Xiuying Gao?,Sadie Holt,True
Who is being looked after by Sadie Holt?,Xiuying Gao,True
Which individual is cared for by Sadie Holt?,Xiuying Gao,True
Who receives care from Xiuying Gao?,Sadie Holt,True
Who is the patient linked to Sadie Holt?,Xiuying Gao,True
Which individual is connected to Sadie Holt as a patient?,Xiuying Gao,True
What is the name of the patient associated with Sadie Holt?,Xiuying Gao,True
Who is Benjamin Foster's friend?,Grace Stewart,True
Which person is friends with Benjamin Foster?,Grace Stewart,True
Who has Grace Stewart as a friend?,Benjamin Foster,True
Who accompanies Benjamin Foster?,Grace Stewart,True
Which person is Benjamin Foster's partner?,Grace Stewart,True
Who is Grace Stewart's companion?,Benjamin Foster,True
Who is the friend of Benjamin Foster?,Grace Stewart,True
Could you identify Benjamin Foster's friend?,Grace Stewart,True
Who is friends with Grace Stewart?,Benjamin Foster,True
Who is considered a friend by Benjamin Foster?,Grace Stewart,True
Which person is a friend of Benjamin Foster?,Grace Stewart,True
Who does Grace Stewart count as a friend?,Benjamin Foster,True
Who studies under Zola Shannon?,Andrei Petrov,True
Which student is associated with Zola Shannon?,Andrei Petrov,True
Who has Andrei Petrov as a student?,Zola Shannon,True
Who is studying with Zola Shannon?,Andrei Petrov,True
Which individual is under the guidance of Zola Shannon?,Andrei Petrov,True
Who does Andrei Petrov study under?,Zola Shannon,True
Who is Zola Shannon's student?,Andrei Petrov,True
Which student is taught by Zola Shannon?,Andrei Petrov,True
Who does Andrei Petrov study under?,Zola Shannon,True
Who is the student of Zola Shannon?,Andrei Petrov,True
Which pupil is associated with Zola Shannon?,Andrei Petrov,True
Who does Andrei Petrov study under?,Zola Shannon,True
Who is Layla Ibrahim's offspring?,Quentin Wagner,True
What is the name of Layla Ibrahim's child?,Quentin Wagner,True
Who is the parent of Quentin Wagner?,Layla Ibrahim,True
Who is Layla Ibrahim's child?,Quentin Wagner,True
What is the name of Layla Ibrahim's son?,Quentin Wagner,True
What child does Quentin Wagner belong to?,Layla Ibrahim,True
Who is the child of Layla Ibrahim?,Quentin Wagner,True
What is the name of Layla Ibrahim's child?,Quentin Wagner,True
Who is the parent of Quentin Wagner?,Layla Ibrahim,True
Who is Layla Ibrahim's child?,Quentin Wagner,True
What is the name of Layla Ibrahim's son or daughter?,Quentin Wagner,True
Who is Quentin Wagner's parent?,Layla Ibrahim,True
Who is the individual traveling with Clara Dubois?,Ananya Sharma,True
Which person is a passenger of Clara Dubois?,Ananya Sharma,True
Who is being accompanied by Ananya Sharma?,Clara Dubois,True
Who is accompanying Clara Dubois on her trip?,Ananya Sharma,True
Which person is traveling alongside Clara Dubois?,Ananya Sharma,True
Who is Ananya Sharma traveling with?,Clara Dubois,True
Who is Clara Dubois's companion?,Ananya Sharma,True
Which person is seen with Clara Dubois?,Ananya Sharma,True
Who is accompanied by Ananya Sharma?,Clara Dubois,True
Who is accompanying Clara Dubois?,Ananya Sharma,True
Which person is riding alongside Clara Dubois?,Ananya Sharma,True
Who rides with Ananya Sharma?,Clara Dubois,True
Who is under the care of Fatima Ahmed?,Joseph Fowler,True
Who is being treated by Fatima Ahmed?,Joseph Fowler,True
Who is Joseph Fowler's doctor?,Fatima Ahmed,True
Who is receiving treatment from Fatima Ahmed?,Joseph Fowler,True
Which patient is being treated by Fatima Ahmed?,Joseph Fowler,True
Who is treated by Joseph Fowler?,Fatima Ahmed,True
Who is the patient of Fatima Ahmed?,Joseph Fowler,True
Which person is under the care of Fatima Ahmed?,Joseph Fowler,True
Who is Joseph Fowler's doctor?,Fatima Ahmed,True
Who is being cared for by Fatima Ahmed?,Joseph Fowler,True
Which individual is under the supervision of Fatima Ahmed?,Joseph Fowler,True
Who does Joseph Fowler receive care from?,Fatima Ahmed,True
Who is associated with Gavin Hughes as a sailor?,Julia Nguyen,True
Which sailor is linked to Gavin Hughes?,Julia Nguyen,True
Who is Julia Nguyen associated with in the context of sailing?,Gavin Hughes,True
Who is the person sailing alongside Gavin Hughes?,Julia Nguyen,True
Which individual accompanies Gavin Hughes on his sailing trips?,Julia Nguyen,True
Who does Julia Nguyen sail with?,Gavin Hughes,True
Who is sailing with Gavin Hughes?,Julia Nguyen,True
Which person is accompanying Gavin Hughes on his sail?,Julia Nguyen,True
Who is Julia Nguyen sailing with?,Gavin Hughes,True
Who represents Gavin Hughes in sailing?,Julia Nguyen,True
Which individual is the sailing representative for Gavin Hughes?,Julia Nguyen,True
Who is represented in sailing by Julia Nguyen?,Gavin Hughes,True
Who is the pupil of Parker Olsen?,Anders Johansson,True
Which student is associated with Parker Olsen?,Anders Johansson,True
Who studies under Anders Johansson?,Parker Olsen,True
Who is the student of Parker Olsen?,Anders Johansson,True
Which individual is studying under Parker Olsen?,Anders Johansson,True
Who is being supervised by Anders Johansson?,Parker Olsen,True
Who is the student of Parker Olsen?,Anders Johansson,True
What is the name of the student taught by Parker Olsen?,Anders Johansson,True
Which student is associated with Parker Olsen?,Anders Johansson,True
Who is Parker Olsen's study partner?,Anders Johansson,True
Which individual collaborates in studies with Parker Olsen?,Anders Johansson,True
Who studies alongside Anders Johansson?,Parker Olsen,True
Who is Elias Ward's friend?,Samira Karim,True
Which person is a friend of Elias Ward?,Samira Karim,True
Who is friends with Samira Karim?,Elias Ward,True
Who accompanies Elias Ward?,Samira Karim,True
Which person is a companion of Elias Ward?,Samira Karim,True
Who is accompanied by Samira Karim?,Elias Ward,True
Who is the friend of Elias Ward?,Samira Karim,True
Which person is a friend of Elias Ward?,Samira Karim,True
Who is friends with Samira Karim?,Elias Ward,True
Who is considered a friend of Elias Ward?,Samira Karim,True
Which person is a friend to Elias Ward?,Samira Karim,True
Who is Samira Karim a friend to?,Elias Ward,True
Who is employed by Lydia Chapman?,Xenia Cohen,True
Which person is associated with Lydia Chapman in a work capacity?,Xenia Cohen,True
Who does Xenia Cohen work for?,Lydia Chapman,True
Who works for Lydia Chapman?,Xenia Cohen,True
Which person is hired by Lydia Chapman?,Xenia Cohen,True
Who is Xenia Cohen's employer?,Lydia Chapman,True
Who works for Lydia Chapman?,Xenia Cohen,True
Which person is employed by Lydia Chapman?,Xenia Cohen,True
Who is the employee of Lydia Chapman?,Xenia Cohen,True
Who is an employee working for Lydia Chapman?,Xenia Cohen,True
Which individual is recognized as working for Lydia Chapman?,Xenia Cohen,True
Who is Xenia Cohen employed by?,Lydia Chapman,True
Who is employed by Diana Martinez?,Haruki Yamamoto,True
Which individual is part of Diana Martinez's team?,Haruki Yamamoto,True
Who does Haruki Yamamoto work for?,Diana Martinez,True
Who works for Diana Martinez?,Haruki Yamamoto,True
Which individual is in Diana Martinez's employ?,Haruki Yamamoto,True
Who is the employee of Haruki Yamamoto?,Diana Martinez,True
Who is the employee associated with Diana Martinez?,Haruki Yamamoto,True
Which staff member works with Diana Martinez?,Haruki Yamamoto,True
Who does Haruki Yamamoto work for?,Diana Martinez,True
Who works for Diana Martinez?,Haruki Yamamoto,True
Which individual is employed by Diana Martinez?,Haruki Yamamoto,True
Who is employed by Haruki Yamamoto?,Diana Martinez,True
Who is Beatrice Reynolds' nephew?,Elijah Brown,True
Which person is the nephew of Beatrice Reynolds?,Elijah Brown,True
Who is related to Beatrice Reynolds as her nephew?,Elijah Brown,True
Who is the son of Beatrice Reynolds's sibling?,Elijah Brown,True
What is the name of Beatrice Reynolds's nephew?,Elijah Brown,True
What is the relationship of Elijah Brown to Beatrice Reynolds?,Sibling's son,True
What is the name of Beatrice Reynolds's nephew?,Elijah Brown,True
Who is the nephew of Beatrice Reynolds?,Elijah Brown,True
What is the relationship of Elijah Brown to Beatrice Reynolds?,Nephew,True
Who is considered Beatrice Reynolds' nephew?,Elijah Brown,True
Which individual is Beatrice Reynolds' nephew?,Elijah Brown,True
Who is Elijah Brown in relation to Beatrice Reynolds?,Nephew,True
Who is traveling with Emmett Brooks?,John Pierce,True
Which individual is the companion of Emmett Brooks?,John Pierce,True
Who is accompanied by John Pierce?,Emmett Brooks,True
Who accompanies Emmett Brooks?,John Pierce,True
Which person is a passenger with Emmett Brooks?,John Pierce,True
Who is riding with John Pierce?,Emmett Brooks,True
Who is accompanying Emmett Brooks on his travels?,John Pierce,True
Which individual is traveling alongside Emmett Brooks?,John Pierce,True
Who is traveling with John Pierce?,Emmett Brooks,True
Who accompanies Emmett Brooks in the vehicle?,John Pierce,True
Which person is Emmett Brooks's travel partner in the vehicle?,John Pierce,True
Who rides in the vehicle with John Pierce?,Emmett Brooks,True
Who is Riley Barrett's grandchild?,Hunter Sullivan,True
Which individual is the grandchild of Riley Barrett?,Hunter Sullivan,True
Who is the grandchild of Hunter Sullivan?,Riley Barrett,True
Who is the grandchild of Riley Barrett?,Hunter Sullivan,True
What is the name of Riley Barrett's grandchild?,Hunter Sullivan,True
Who is Hunter Sullivan's grandparent?,Riley Barrett,True
What is the name of the grandchild of Riley Barrett?,Hunter Sullivan,True
Who is the grandchild of Riley Barrett?,Hunter Sullivan,True
What is the relationship of Hunter Sullivan to Riley Barrett?,Grandchild,True
Who is Riley Barrett's grandchild?,Hunter Sullivan,True
Which individual is the grandchild of Riley Barrett?,Hunter Sullivan,True
Who is the grandchild of Hunter Sullivan?,Riley Barrett,True
Who is Luke Lawson's student?,June Webb,True
Which student is taught by Luke Lawson?,June Webb,True
Who is being taught by June Webb?,Luke Lawson,True
Who is associated with Luke Lawson as a student?,June Webb,True
Which student is under Luke Lawson's guidance?,June Webb,True
Who is June Webb's mentor?,Luke Lawson,True
Who is considered a student of Luke Lawson?,June Webb,True
Which individual is recognized as a student of Luke Lawson?,June Webb,True
Who is June Webb a student of?,Luke Lawson,True
Who is being taught by Luke Lawson?,June Webb,True
Which person is instructed by Luke Lawson?,June Webb,True
Who is the student of June Webb?,Luke Lawson,True
Who is employed by Rebecca Friedman?,Gabriela Fernandez,True
Which individual is on Rebecca Friedman's team?,Gabriela Fernandez,True
Who is the employee of Rebecca Friedman?,Gabriela Fernandez,True
Who works for Rebecca Friedman?,Gabriela Fernandez,True
Which individual is a member of Rebecca Friedman's team?,Gabriela Fernandez,True
Who does Gabriela Fernandez work for?,Rebecca Friedman,True
Who is the staff member of Rebecca Friedman?,Gabriela Fernandez,True
Which individual works on Rebecca Friedman’s team?,Gabriela Fernandez,True
Who does Gabriela Fernandez work for?,Rebecca Friedman,True
Who is in a subordinate role to Rebecca Friedman?,Gabriela Fernandez,True
Which individual works under the supervision of Rebecca Friedman?,Gabriela Fernandez,True
Who does Gabriela Fernandez work for?,Rebecca Friedman,True
Who is associated with Finn Cook as a researcher?,Ethan Wright,True
Which researcher is connected to Finn Cook?,Ethan Wright,True
Who is the researcher that Finn Cook is linked with?,Ethan Wright,True
Who is responsible for conducting research for Finn Cook?,Ethan Wright,True
Which individual performs research for Finn Cook?,Ethan Wright,True
Who does Ethan Wright conduct research for?,Finn Cook,True
Who is conducting research with Finn Cook?,Ethan Wright,True
Which researcher is working with Finn Cook?,Ethan Wright,True
Who is collaborating with Ethan Wright?,Finn Cook,True
Who is collaborating with Finn Cook in academia?,Ethan Wright,True
Which academic is associated with Finn Cook?,Ethan Wright,True
Who does Ethan Wright work with in an academic capacity?,Finn Cook,True
Who is Charlie Anderson's student?,Zelda Wright,True
Which student is taught by Charlie Anderson?,Zelda Wright,True
Who is being taught by Zelda Wright?,Charlie Anderson,True
Who is associated with Charlie Anderson as a student?,Zelda Wright,True
Which student is linked to Charlie Anderson?,Zelda Wright,True
Who is Zelda Wright's mentor?,Charlie Anderson,True
Who is instructed by Charlie Anderson?,Zelda Wright,True
Which student is under Charlie Anderson's guidance?,Zelda Wright,True
Who does Zelda Wright learn from?,Charlie Anderson,True
Who is Charlie Anderson's student?,Zelda Wright,True
Which student is taught by Charlie Anderson?,Zelda Wright,True
Who is taught by Zelda Wright?,Charlie Anderson,True
Who is being mentored by Naomi Kim?,Maria Gutierrez,True
Which individual is Naomi Kim's mentee?,Maria Gutierrez,True
Who has Maria Gutierrez as a mentor?,Naomi Kim,True
Which individual receives mentorship from Naomi Kim?,Maria Gutierrez,True
Who is mentored by Naomi Kim?,Maria Gutierrez,True
Who is being mentored by Maria Gutierrez?,Naomi Kim,True
Who is the mentee of Naomi Kim?,Maria Gutierrez,True
What is the name of the person mentored by Naomi Kim?,Maria Gutierrez,True
Which mentee is associated with Naomi Kim?,Maria Gutierrez,True
Who is under the mentorship of Naomi Kim?,Maria Gutierrez,True
Which individual receives guidance from Naomi Kim?,Maria Gutierrez,True
Who is mentored by Maria Gutierrez?,Naomi Kim,True
Who is Willow Green's daughter?,Freya Evans,True
What is the name of Willow Green's child?,Freya Evans,True
Who has Freya Evans as their child?,Willow Green,True
Who is Willow Green's child?,Freya Evans,True
Which person is the daughter of Willow Green?,Freya Evans,True
Who is Freya Evans' parent?,Willow Green,True
Who is the child of Willow Green?,Freya Evans,True
What is the name of Willow Green's daughter?,Freya Evans,True
Who is the parent of Freya Evans?,Willow Green,True
Who is the child of Willow Green?,Freya Evans,True
What is the name of Willow Green's child?,Freya Evans,True
Who is Freya Evans's parent?,Willow Green,True
Who is employed by Yara Underwood?,Claire Scott,True
Which individual is associated with Yara Underwood?,Claire Scott,True
Who does Claire Scott work for?,Yara Underwood,True
Who works for Yara Underwood?,Claire Scott,True
Which individual is hired by Yara Underwood?,Claire Scott,True
Who is the employee of Claire Scott?,Yara Underwood,True
Who is Yara Underwood's staff member?,Claire Scott,True
Which staff member works with Yara Underwood?,Claire Scott,True
Who is supervised by Claire Scott?,Yara Underwood,True
Who is a member of Yara Underwood's team?,Claire Scott,True
Which person is part of Yara Underwood's team?,Claire Scott,True
Who is Claire Scott a teammate of?,Yara Underwood,True
